Sector,Industry,ESG_Dimension,ESG_Topic,Materiality_Score,Is_Material
Infrastructure,Home Builders,Environment,GHG Emissions,4,True
Infrastructure,Home Builders,Environment,Air Quality,5,True
Infrastructure,Home Builders,Environment,Energy Management,4,True
Infrastructure,Home Builders,Environment,Water & Wastewater Management,5,True
Infrastructure,Home Builders,Environment,Waste & Hazardous Materials,4,True
Infrastructure,Home Builders,Environment,Ecological Impacts,5,True
Infrastructure,Home Builders,Social Capital,Human Rights & Community Relations,2,False
Infrastructure,Home Builders,Social Capital,Customer Privacy,3,True
Infrastructure,Home Builders,Social Capital,Data Security,2,False
Infrastructure,Home Builders,Social Capital,Access & Affordability,2,False
Infrastructure,Home Builders,Social Capital,Product Quality & Safety,2,False
Infrastructure,Home Builders,Social Capital,Customer Welfare,2,False
Infrastructure,Home Builders,Social Capital,Selling Practices & Product Labeling,3,True
Infrastructure,Home Builders,Human Capital,Labor Practices,5,True
Infrastructure,Home Builders,Human Capital,Employee Health & Safety,5,True
Infrastructure,Home Builders,Human Capital,Employee Engagement,5,True
Infrastructure,Home Builders,Human Capital,Diversity & Inclusion,4,True
Infrastructure,Home Builders,Business Model & Innovation,Product Design & Lifecycle,3,True
Infrastructure,Home Builders,Business Model & Innovation,Business Model Resilience,2,False
Infrastructure,Home Builders,Business Model & Innovation,Supply Chain Management,3,True
Infrastructure,Home Builders,Business Model & Innovation,Materials Sourcing & Efficiency,4,True
Infrastructure,Home Builders,Business Model & Innovation,Physical Impacts of Climate Change,3,True
Infrastructure,Home Builders,Leadership & Governance,Business Ethics,5,True
Infrastructure,Home Builders,Leadership & Governance,Competitive Behavior,4,True
Infrastructure,Home Builders,Leadership & Governance,Regulatory Environment Management,4,True
Infrastructure,Home Builders,Leadership & Governance,Critical Incident Risk Management,5,True
Infrastructure,Home Builders,Leadership & Governance,Systemic Risk Management,5,True
Infrastructure,Real Estate,Environment,GHG Emissions,5,True
Infrastructure,Real Estate,Environment,Air Quality,5,True
Infrastructure,Real Estate,Environment,Energy Management,4,True
Infrastructure,Real Estate,Environment,Water & Wastewater Management,5,True
Infrastructure,Real Estate,Environment,Waste & Hazardous Materials,4,True
Infrastructure,Real Estate,Environment,Ecological Impacts,5,True
Infrastructure,Real Estate,Social Capital,Human Rights & Community Relations,4,True
Infrastructure,Real Estate,Social Capital,Customer Privacy,3,True
Infrastructure,Real Estate,Social Capital,Data Security,4,True
Infrastructure,Real Estate,Social Capital,Access & Affordability,3,True
Infrastructure,Real Estate,Social Capital,Product Quality & Safety,2,False
Infrastructure,Real Estate,Social Capital,Customer Welfare,2,False
Infrastructure,Real Estate,Social Capital,Selling Practices & Product Labeling,2,False
Infrastructure,Real Estate,Human Capital,Labor Practices,5,True
Infrastructure,Real Estate,Human Capital,Employee Health & Safety,5,True
Infrastructure,Real Estate,Human Capital,Employee Engagement,5,True
Infrastructure,Real Estate,Human Capital,Diversity & Inclusion,3,True
Infrastructure,Real Estate,Business Model & Innovation,Product Design & Lifecycle,4,True
Infrastructure,Real Estate,Business Model & Innovation,Business Model Resilience,3,True
Infrastructure,Real Estate,Business Model & Innovation,Supply Chain Management,4,True
Infrastructure,Real Estate,Business Model & Innovation,Materials Sourcing & Efficiency,2,False
Infrastructure,Real Estate,Business Model & Innovation,Physical Impacts of Climate Change,2,False
Infrastructure,Real Estate,Leadership & Governance,Business Ethics,4,True
Infrastructure,Real Estate,Leadership & Governance,Competitive Behavior,5,True
Infrastructure,Real Estate,Leadership & Governance,Regulatory Environment Management,5,True
Infrastructure,Real Estate,Leadership & Governance,Critical Incident Risk Management,4,True
Infrastructure,Real Estate,Leadership & Governance,Systemic Risk Management,4,True
Infrastructure,Real Estate Services,Environment,GHG Emissions,4,True
Infrastructure,Real Estate Services,Environment,Air Quality,5,True
Infrastructure,Real Estate Services,Environment,Energy Management,5,True
Infrastructure,Real Estate Services,Environment,Water & Wastewater Management,5,True
Infrastructure,Real Estate Services,Environment,Waste & Hazardous Materials,5,True
Infrastructure,Real Estate Services,Environment,Ecological Impacts,4,True
Infrastructure,Real Estate Services,Social Capital,Human Rights & Community Relations,3,True
Infrastructure,Real Estate Services,Social Capital,Customer Privacy,3,True
Infrastructure,Real Estate Services,Social Capital,Data Security,3,True
Infrastructure,Real Estate Services,Social Capital,Access & Affordability,3,True
Infrastructure,Real Estate Services,Social Capital,Product Quality & Safety,3,True
Infrastructure,Real Estate Services,Social Capital,Customer Welfare,4,True
Infrastructure,Real Estate Services,Social Capital,Selling Practices & Product Labeling,2,False
Infrastructure,Real Estate Services,Human Capital,Labor Practices,3,True
Infrastructure,Real Estate Services,Human Capital,Employee Health & Safety,4,True
Infrastructure,Real Estate Services,Human Capital,Employee Engagement,4,True
Infrastructure,Real Estate Services,Human Capital,Diversity & Inclusion,5,True
Infrastructure,Real Estate Services,Business Model & Innovation,Product Design & Lifecycle,3,True
Infrastructure,Real Estate Services,Business Model & Innovation,Business Model Resilience,3,True
Infrastructure,Real Estate Services,Business Model & Innovation,Supply Chain Management,4,True
Infrastructure,Real Estate Services,Business Model & Innovation,Materials Sourcing & Efficiency,3,True
Infrastructure,Real Estate Services,Business Model & Innovation,Physical Impacts of Climate Change,4,True
Infrastructure,Real Estate Services,Leadership & Governance,Business Ethics,3,True
Infrastructure,Real Estate Services,Leadership & Governance,Competitive Behavior,4,True
Infrastructure,Real Estate Services,Leadership & Governance,Regulatory Environment Management,3,True
Infrastructure,Real Estate Services,Leadership & Governance,Critical Incident Risk Management,4,True
Infrastructure,Real Estate Services,Leadership & Governance,Systemic Risk Management,4,True
Infrastructure,Waste Management,Environment,GHG Emissions,5,True
Infrastructure,Waste Management,Environment,Air Quality,4,True
Infrastructure,Waste Management,Environment,Energy Management,5,True
Infrastructure,Waste Management,Environment,Water & Wastewater Management,5,True
Infrastructure,Waste Management,Environment,Waste & Hazardous Materials,4,True
Infrastructure,Waste Management,Environment,Ecological Impacts,5,True
Infrastructure,Waste Management,Social Capital,Human Rights & Community Relations,4,True
Infrastructure,Waste Management,Social Capital,Customer Privacy,3,True
Infrastructure,Waste Management,Social Capital,Data Security,3,True
Infrastructure,Waste Management,Social Capital,Access & Affordability,2,False
Infrastructure,Waste Management,Social Capital,Product Quality & Safety,2,False
Infrastructure,Waste Management,Social Capital,Customer Welfare,4,True
Infrastructure,Waste Management,Social Capital,Selling Practices & Product Labeling,3,True
Infrastructure,Waste Management,Human Capital,Labor Practices,5,True
Infrastructure,Waste Management,Human Capital,Employee Health & Safety,4,True
Infrastructure,Waste Management,Human Capital,Employee Engagement,5,True
Infrastructure,Waste Management,Human Capital,Diversity & Inclusion,4,True
Infrastructure,Waste Management,Business Model & Innovation,Product Design & Lifecycle,2,False
Infrastructure,Waste Management,Business Model & Innovation,Business Model Resilience,2,False
Infrastructure,Waste Management,Business Model & Innovation,Supply Chain Management,3,True
Infrastructure,Waste Management,Business Model & Innovation,Materials Sourcing & Efficiency,4,True
Infrastructure,Waste Management,Business Model & Innovation,Physical Impacts of Climate Change,2,False
Infrastructure,Waste Management,Leadership & Governance,Business Ethics,4,True
Infrastructure,Waste Management,Leadership & Governance,Competitive Behavior,4,True
Infrastructure,Waste Management,Leadership & Governance,Regulatory Environment Management,5,True
Infrastructure,Waste Management,Leadership & Governance,Critical Incident Risk Management,4,True
Infrastructure,Waste Management,Leadership & Governance,Systemic Risk Management,3,True
Infrastructure,Water Utilities & Services,Environment,GHG Emissions,4,True
Infrastructure,Water Utilities & Services,Environment,Air Quality,5,True
Infrastructure,Water Utilities & Services,Environment,Energy Management,5,True
Infrastructure,Water Utilities & Services,Environment,Water & Wastewater Management,4,True
Infrastructure,Water Utilities & Services,Environment,Waste & Hazardous Materials,5,True
Infrastructure,Water Utilities & Services,Environment,Ecological Impacts,4,True
Infrastructure,Water Utilities & Services,Social Capital,Human Rights & Community Relations,3,True
Infrastructure,Water Utilities & Services,Social Capital,Customer Privacy,4,True
Infrastructure,Water Utilities & Services,Social Capital,Data Security,2,False
Infrastructure,Water Utilities & Services,Social Capital,Access & Affordability,4,True
Infrastructure,Water Utilities & Services,Social Capital,Product Quality & Safety,3,True
Infrastructure,Water Utilities & Services,Social Capital,Customer Welfare,2,False
Infrastructure,Water Utilities & Services,Social Capital,Selling Practices & Product Labeling,2,False
Infrastructure,Water Utilities & Services,Human Capital,Labor Practices,3,True
Infrastructure,Water Utilities & Services,Human Capital,Employee Health & Safety,4,True
Infrastructure,Water Utilities & Services,Human Capital,Employee Engagement,3,True
Infrastructure,Water Utilities & Services,Human Capital,Diversity & Inclusion,5,True
Infrastructure,Water Utilities & Services,Business Model & Innovation,Product Design & Lifecycle,2,False
Infrastructure,Water Utilities & Services,Business Model & Innovation,Business Model Resilience,3,True
Infrastructure,Water Utilities & Services,Business Model & Innovation,Supply Chain Management,4,True
Infrastructure,Water Utilities & Services,Business Model & Innovation,Materials Sourcing & Efficiency,3,True
Infrastructure,Water Utilities & Services,Business Model & Innovation,Physical Impacts of Climate Change,4,True
Infrastructure,Water Utilities & Services,Leadership & Governance,Business Ethics,5,True
Infrastructure,Water Utilities & Services,Leadership & Governance,Competitive Behavior,4,True
Infrastructure,Water Utilities & Services,Leadership & Governance,Regulatory Environment Management,4,True
Infrastructure,Water Utilities & Services,Leadership & Governance,Critical Incident Risk Management,4,True
Infrastructure,Water Utilities & Services,Leadership & Governance,Systemic Risk Management,4,True
Renewable Resources & Alt. Energy,Biofuels,Environment,GHG Emissions,4,True
Renewable Resources & Alt. Energy,Biofuels,Environment,Air Quality,5,True
Renewable Resources & Alt. Energy,Biofuels,Environment,Energy Management,5,True
Renewable Resources & Alt. Energy,Biofuels,Environment,Water & Wastewater Management,4,True
Renewable Resources & Alt. Energy,Biofuels,Environment,Waste & Hazardous Materials,5,True
Renewable Resources & Alt. Energy,Biofuels,Environment,Ecological Impacts,4,True
Renewable Resources & Alt. Energy,Biofuels,Social Capital,Human Rights & Community Relations,4,True
Renewable Resources & Alt. Energy,Biofuels,Social Capital,Customer Privacy,4,True
Renewable Resources & Alt. Energy,Biofuels,Social Capital,Data Security,4,True
Renewable Resources & Alt. Energy,Biofuels,Social Capital,Access & Affordability,2,False
Renewable Resources & Alt. Energy,Biofuels,Social Capital,Product Quality & Safety,2,False
Renewable Resources & Alt. Energy,Biofuels,Social Capital,Customer Welfare,3,True
Renewable Resources & Alt. Energy,Biofuels,Social Capital,Selling Practices & Product Labeling,3,True
Renewable Resources & Alt. Energy,Biofuels,Human Capital,Labor Practices,3,True
Renewable Resources & Alt. Energy,Biofuels,Human Capital,Employee Health & Safety,4,True
Renewable Resources & Alt. Energy,Biofuels,Human Capital,Employee Engagement,3,True
Renewable Resources & Alt. Energy,Biofuels,Human Capital,Diversity & Inclusion,2,False
Renewable Resources & Alt. Energy,Biofuels,Business Model & Innovation,Product Design & Lifecycle,5,True
Renewable Resources & Alt. Energy,Biofuels,Business Model & Innovation,Business Model Resilience,5,True
Renewable Resources & Alt. Energy,Biofuels,Business Model & Innovation,Supply Chain Management,5,True
Renewable Resources & Alt. Energy,Biofuels,Business Model & Innovation,Materials Sourcing & Efficiency,5,True
Renewable Resources & Alt. Energy,Biofuels,Business Model & Innovation,Physical Impacts of Climate Change,5,True
Renewable Resources & Alt. Energy,Biofuels,Leadership & Governance,Business Ethics,4,True
Renewable Resources & Alt. Energy,Biofuels,Leadership & Governance,Competitive Behavior,3,True
Renewable Resources & Alt. Energy,Biofuels,Leadership & Governance,Regulatory Environment Management,2,False
Renewable Resources & Alt. Energy,Biofuels,Leadership & Governance,Critical Incident Risk Management,3,True
Renewable Resources & Alt. Energy,Biofuels,Leadership & Governance,Systemic Risk Management,4,True
Renewable Resources & Alt. Energy,Forestry Management,Environment,GHG Emissions,5,True
Renewable Resources & Alt. Energy,Forestry Management,Environment,Air Quality,5,True
Renewable Resources & Alt. Energy,Forestry Management,Environment,Energy Management,5,True
Renewable Resources & Alt. Energy,Forestry Management,Environment,Water & Wastewater Management,5,True
Renewable Resources & Alt. Energy,Forestry Management,Environment,Waste & Hazardous Materials,5,True
Renewable Resources & Alt. Energy,Forestry Management,Environment,Ecological Impacts,5,True
Renewable Resources & Alt. Energy,Forestry Management,Social Capital,Human Rights & Community Relations,3,True
Renewable Resources & Alt. Energy,Forestry Management,Social Capital,Customer Privacy,3,True
Renewable Resources & Alt. Energy,Forestry Management,Social Capital,Data Security,2,False
Renewable Resources & Alt. Energy,Forestry Management,Social Capital,Access & Affordability,4,True
Renewable Resources & Alt. Energy,Forestry Management,Social Capital,Product Quality & Safety,2,False
Renewable Resources & Alt. Energy,Forestry Management,Social Capital,Customer Welfare,4,True
Renewable Resources & Alt. Energy,Forestry Management,Social Capital,Selling Practices & Product Labeling,3,True
Renewable Resources & Alt. Energy,Forestry Management,Human Capital,Labor Practices,2,False
Renewable Resources & Alt. Energy,Forestry Management,Human Capital,Employee Health & Safety,3,True
Renewable Resources & Alt. Energy,Forestry Management,Human Capital,Employee Engagement,2,False
Renewable Resources & Alt. Energy,Forestry Management,Human Capital,Diversity & Inclusion,3,True
Renewable Resources & Alt. Energy,Forestry Management,Business Model & Innovation,Product Design & Lifecycle,5,True
Renewable Resources & Alt. Energy,Forestry Management,Business Model & Innovation,Business Model Resilience,5,True
Renewable Resources & Alt. Energy,Forestry Management,Business Model & Innovation,Supply Chain Management,5,True
Renewable Resources & Alt. Energy,Forestry Management,Business Model & Innovation,Materials Sourcing & Efficiency,5,True
Renewable Resources & Alt. Energy,Forestry Management,Business Model & Innovation,Physical Impacts of Climate Change,5,True
Renewable Resources & Alt. Energy,Forestry Management,Leadership & Governance,Business Ethics,4,True
Renewable Resources & Alt. Energy,Forestry Management,Leadership & Governance,Competitive Behavior,4,True
Renewable Resources & Alt. Energy,Forestry Management,Leadership & Governance,Regulatory Environment Management,2,False
Renewable Resources & Alt. Energy,Forestry Management,Leadership & Governance,Critical Incident Risk Management,3,True
Renewable Resources & Alt. Energy,Forestry Management,Leadership & Governance,Systemic Risk Management,2,False
Renewable Resources & Alt. Energy,Fuel Cells & Industrial Batteries,Environment,GHG Emissions,4,True
Renewable Resources & Alt. Energy,Fuel Cells & Industrial Batteries,Environment,Air Quality,5,True
Renewable Resources & Alt. Energy,Fuel Cells & Industrial Batteries,Environment,Energy Management,5,True
Renewable Resources & Alt. Energy,Fuel Cells & Industrial Batteries,Environment,Water & Wastewater Management,5,True
Renewable Resources & Alt. Energy,Fuel Cells & Industrial Batteries,Environment,Waste & Hazardous Materials,4,True
Renewable Resources & Alt. Energy,Fuel Cells & Industrial Batteries,Environment,Ecological Impacts,5,True
Renewable Resources & Alt. Energy,Fuel Cells & Industrial Batteries,Social Capital,Human Rights & Community Relations,2,False
Renewable Resources & Alt. Energy,Fuel Cells & Industrial Batteries,Social Capital,Customer Privacy,4,True
Renewable Resources & Alt. Energy,Fuel Cells & Industrial Batteries,Social Capital,Data Security,3,True
Renewable Resources & Alt. Energy,Fuel Cells & Industrial Batteries,Social Capital,Access & Affordability,2,False
Renewable Resources & Alt. Energy,Fuel Cells & Industrial Batteries,Social Capital,Product Quality & Safety,4,True
Renewable Resources & Alt. Energy,Fuel Cells & Industrial Batteries,Social Capital,Customer Welfare,2,False
Renewable Resources & Alt. Energy,Fuel Cells & Industrial Batteries,Social Capital,Selling Practices & Product Labeling,3,True
Renewable Resources & Alt. Energy,Fuel Cells & Industrial Batteries,Human Capital,Labor Practices,4,True
Renewable Resources & Alt. Energy,Fuel Cells & Industrial Batteries,Human Capital,Employee Health & Safety,2,False
Renewable Resources & Alt. Energy,Fuel Cells & Industrial Batteries,Human Capital,Employee Engagement,2,False
Renewable Resources & Alt. Energy,Fuel Cells & Industrial Batteries,Human Capital,Diversity & Inclusion,3,True
Renewable Resources & Alt. Energy,Fuel Cells & Industrial Batteries,Business Model & Innovation,Product Design & Lifecycle,5,True
Renewable Resources & Alt. Energy,Fuel Cells & Industrial Batteries,Business Model & Innovation,Business Model Resilience,5,True
Renewable Resources & Alt. Energy,Fuel Cells & Industrial Batteries,Business Model & Innovation,Supply Chain Management,5,True
Renewable Resources & Alt. Energy,Fuel Cells & Industrial Batteries,Business Model & Innovation,Materials Sourcing & Efficiency,5,True
Renewable Resources & Alt. Energy,Fuel Cells & Industrial Batteries,Business Model & Innovation,Physical Impacts of Climate Change,5,True
Renewable Resources & Alt. Energy,Fuel Cells & Industrial Batteries,Leadership & Governance,Business Ethics,4,True
Renewable Resources & Alt. Energy,Fuel Cells & Industrial Batteries,Leadership & Governance,Competitive Behavior,2,False
Renewable Resources & Alt. Energy,Fuel Cells & Industrial Batteries,Leadership & Governance,Regulatory Environment Management,3,True
Renewable Resources & Alt. Energy,Fuel Cells & Industrial Batteries,Leadership & Governance,Critical Incident Risk Management,4,True
Renewable Resources & Alt. Energy,Fuel Cells & Industrial Batteries,Leadership & Governance,Systemic Risk Management,4,True
Renewable Resources & Alt. Energy,Pulp & Paper Products,Environment,GHG Emissions,5,True
Renewable Resources & Alt. Energy,Pulp & Paper Products,Environment,Air Quality,5,True
Renewable Resources & Alt. Energy,Pulp & Paper Products,Environment,Energy Management,5,True
Renewable Resources & Alt. Energy,Pulp & Paper Products,Environment,Water & Wastewater Management,5,True
Renewable Resources & Alt. Energy,Pulp & Paper Products,Environment,Waste & Hazardous Materials,5,True
Renewable Resources & Alt. Energy,Pulp & Paper Products,Environment,Ecological Impacts,5,True
Renewable Resources & Alt. Energy,Pulp & Paper Products,Social Capital,Human Rights & Community Relations,2,False
Renewable Resources & Alt. Energy,Pulp & Paper Products,Social Capital,Customer Privacy,4,True
Renewable Resources & Alt. Energy,Pulp & Paper Products,Social Capital,Data Security,2,False
Renewable Resources & Alt. Energy,Pulp & Paper Products,Social Capital,Access & Affordability,2,False
Renewable Resources & Alt. Energy,Pulp & Paper Products,Social Capital,Product Quality & Safety,4,True
Renewable Resources & Alt. Energy,Pulp & Paper Products,Social Capital,Customer Welfare,4,True
Renewable Resources & Alt. Energy,Pulp & Paper Products,Social Capital,Selling Practices & Product Labeling,3,True
Renewable Resources & Alt. Energy,Pulp & Paper Products,Human Capital,Labor Practices,2,False
Renewable Resources & Alt. Energy,Pulp & Paper Products,Human Capital,Employee Health & Safety,4,True
Renewable Resources & Alt. Energy,Pulp & Paper Products,Human Capital,Employee Engagement,2,False
Renewable Resources & Alt. Energy,Pulp & Paper Products,Human Capital,Diversity & Inclusion,3,True
Renewable Resources & Alt. Energy,Pulp & Paper Products,Business Model & Innovation,Product Design & Lifecycle,4,True
Renewable Resources & Alt. Energy,Pulp & Paper Products,Business Model & Innovation,Business Model Resilience,5,True
Renewable Resources & Alt. Energy,Pulp & Paper Products,Business Model & Innovation,Supply Chain Management,5,True
Renewable Resources & Alt. Energy,Pulp & Paper Products,Business Model & Innovation,Materials Sourcing & Efficiency,4,True
Renewable Resources & Alt. Energy,Pulp & Paper Products,Business Model & Innovation,Physical Impacts of Climate Change,5,True
Renewable Resources & Alt. Energy,Pulp & Paper Products,Leadership & Governance,Business Ethics,2,False
Renewable Resources & Alt. Energy,Pulp & Paper Products,Leadership & Governance,Competitive Behavior,4,True
Renewable Resources & Alt. Energy,Pulp & Paper Products,Leadership & Governance,Regulatory Environment Management,3,True
Renewable Resources & Alt. Energy,Pulp & Paper Products,Leadership & Governance,Critical Incident Risk Management,2,False
Renewable Resources & Alt. Energy,Pulp & Paper Products,Leadership & Governance,Systemic Risk Management,2,False
Renewable Resources & Alt. Energy,Solar Technology & Project Developers,Environment,GHG Emissions,5,True
Renewable Resources & Alt. Energy,Solar Technology & Project Developers,Environment,Air Quality,4,True
Renewable Resources & Alt. Energy,Solar Technology & Project Developers,Environment,Energy Management,5,True
Renewable Resources & Alt. Energy,Solar Technology & Project Developers,Environment,Water & Wastewater Management,5,True
Renewable Resources & Alt. Energy,Solar Technology & Project Developers,Environment,Waste & Hazardous Materials,5,True
Renewable Resources & Alt. Energy,Solar Technology & Project Developers,Environment,Ecological Impacts,5,True
Renewable Resources & Alt. Energy,Solar Technology & Project Developers,Social Capital,Human Rights & Community Relations,2,False
Renewable Resources & Alt. Energy,Solar Technology & Project Developers,Social Capital,Customer Privacy,2,False
Renewable Resources & Alt. Energy,Solar Technology & Project Developers,Social Capital,Data Security,4,True
Renewable Resources & Alt. Energy,Solar Technology & Project Developers,Social Capital,Access & Affordability,3,True
Renewable Resources & Alt. Energy,Solar Technology & Project Developers,Social Capital,Product Quality & Safety,4,True
Renewable Resources & Alt. Energy,Solar Technology & Project Developers,Social Capital,Customer Welfare,4,True
Renewable Resources & Alt. Energy,Solar Technology & Project Developers,Social Capital,Selling Practices & Product Labeling,2,False
Renewable Resources & Alt. Energy,Solar Technology & Project Developers,Human Capital,Labor Practices,2,False
Renewable Resources & Alt. Energy,Solar Technology & Project Developers,Human Capital,Employee Health & Safety,2,False
Renewable Resources & Alt. Energy,Solar Technology & Project Developers,Human Capital,Employee Engagement,2,False
Renewable Resources & Alt. Energy,Solar Technology & Project Developers,Human Capital,Diversity & Inclusion,4,True
Renewable Resources & Alt. Energy,Solar Technology & Project Developers,Business Model & Innovation,Product Design & Lifecycle,5,True
Renewable Resources & Alt. Energy,Solar Technology & Project Developers,Business Model & Innovation,Business Model Resilience,5,True
Renewable Resources & Alt. Energy,Solar Technology & Project Developers,Business Model & Innovation,Supply Chain Management,5,True
Renewable Resources & Alt. Energy,Solar Technology & Project Developers,Business Model & Innovation,Materials Sourcing & Efficiency,4,True
Renewable Resources & Alt. Energy,Solar Technology & Project Developers,Business Model & Innovation,Physical Impacts of Climate Change,5,True
Renewable Resources & Alt. Energy,Solar Technology & Project Developers,Leadership & Governance,Business Ethics,4,True
Renewable Resources & Alt. Energy,Solar Technology & Project Developers,Leadership & Governance,Competitive Behavior,2,False
Renewable Resources & Alt. Energy,Solar Technology & Project Developers,Leadership & Governance,Regulatory Environment Management,2,False
Renewable Resources & Alt. Energy,Solar Technology & Project Developers,Leadership & Governance,Critical Incident Risk Management,3,True
Renewable Resources & Alt. Energy,Solar Technology & Project Developers,Leadership & Governance,Systemic Risk Management,4,True
Renewable Resources & Alt. Energy,Wind Technology & Project Developers,Environment,GHG Emissions,5,True
Renewable Resources & Alt. Energy,Wind Technology & Project Developers,Environment,Air Quality,5,True
Renewable Resources & Alt. Energy,Wind Technology & Project Developers,Environment,Energy Management,5,True
Renewable Resources & Alt. Energy,Wind Technology & Project Developers,Environment,Water & Wastewater Management,5,True
Renewable Resources & Alt. Energy,Wind Technology & Project Developers,Environment,Waste & Hazardous Materials,4,True
Renewable Resources & Alt. Energy,Wind Technology & Project Developers,Environment,Ecological Impacts,5,True
Renewable Resources & Alt. Energy,Wind Technology & Project Developers,Social Capital,Human Rights & Community Relations,3,True
Renewable Resources & Alt. Energy,Wind Technology & Project Developers,Social Capital,Customer Privacy,4,True
Renewable Resources & Alt. Energy,Wind Technology & Project Developers,Social Capital,Data Security,4,True
Renewable Resources & Alt. Energy,Wind Technology & Project Developers,Social Capital,Access & Affordability,2,False
Renewable Resources & Alt. Energy,Wind Technology & Project Developers,Social Capital,Product Quality & Safety,2,False
Renewable Resources & Alt. Energy,Wind Technology & Project Developers,Social Capital,Customer Welfare,3,True
Renewable Resources & Alt. Energy,Wind Technology & Project Developers,Social Capital,Selling Practices & Product Labeling,3,True
Renewable Resources & Alt. Energy,Wind Technology & Project Developers,Human Capital,Labor Practices,4,True
Renewable Resources & Alt. Energy,Wind Technology & Project Developers,Human Capital,Employee Health & Safety,3,True
Renewable Resources & Alt. Energy,Wind Technology & Project Developers,Human Capital,Employee Engagement,4,True
Renewable Resources & Alt. Energy,Wind Technology & Project Developers,Human Capital,Diversity & Inclusion,3,True
Renewable Resources & Alt. Energy,Wind Technology & Project Developers,Business Model & Innovation,Product Design & Lifecycle,5,True
Renewable Resources & Alt. Energy,Wind Technology & Project Developers,Business Model & Innovation,Business Model Resilience,5,True
Renewable Resources & Alt. Energy,Wind Technology & Project Developers,Business Model & Innovation,Supply Chain Management,5,True
Renewable Resources & Alt. Energy,Wind Technology & Project Developers,Business Model & Innovation,Materials Sourcing & Efficiency,5,True
Renewable Resources & Alt. Energy,Wind Technology & Project Developers,Business Model & Innovation,Physical Impacts of Climate Change,4,True
Renewable Resources & Alt. Energy,Wind Technology & Project Developers,Leadership & Governance,Business Ethics,3,True
Renewable Resources & Alt. Energy,Wind Technology & Project Developers,Leadership & Governance,Competitive Behavior,3,True
Renewable Resources & Alt. Energy,Wind Technology & Project Developers,Leadership & Governance,Regulatory Environment Management,2,False
Renewable Resources & Alt. Energy,Wind Technology & Project Developers,Leadership & Governance,Critical Incident Risk Management,2,False
Renewable Resources & Alt. Energy,Wind Technology & Project Developers,Leadership & Governance,Systemic Risk Management,3,True
Resource Transformation,Aerospace & Defense,Environment,GHG Emissions,5,True
Resource Transformation,Aerospace & Defense,Environment,Air Quality,4,True
Resource Transformation,Aerospace & Defense,Environment,Energy Management,5,True
Resource Transformation,Aerospace & Defense,Environment,Water & Wastewater Management,4,True
Resource Transformation,Aerospace & Defense,Environment,Waste & Hazardous Materials,5,True
Resource Transformation,Aerospace & Defense,Environment,Ecological Impacts,4,True
Resource Transformation,Aerospace & Defense,Social Capital,Human Rights & Community Relations,2,False
Resource Transformation,Aerospace & Defense,Social Capital,Customer Privacy,4,True
Resource Transformation,Aerospace & Defense,Social Capital,Data Security,3,True
Resource Transformation,Aerospace & Defense,Social Capital,Access & Affordability,3,True
Resource Transformation,Aerospace & Defense,Social Capital,Product Quality & Safety,2,False
Resource Transformation,Aerospace & Defense,Social Capital,Customer Welfare,4,True
Resource Transformation,Aerospace & Defense,Social Capital,Selling Practices & Product Labeling,4,True
Resource Transformation,Aerospace & Defense,Human Capital,Labor Practices,5,True
Resource Transformation,Aerospace & Defense,Human Capital,Employee Health & Safety,3,True
Resource Transformation,Aerospace & Defense,Human Capital,Employee Engagement,5,True
Resource Transformation,Aerospace & Defense,Human Capital,Diversity & Inclusion,5,True
Resource Transformation,Aerospace & Defense,Business Model & Innovation,Product Design & Lifecycle,4,True
Resource Transformation,Aerospace & Defense,Business Model & Innovation,Business Model Resilience,4,True
Resource Transformation,Aerospace & Defense,Business Model & Innovation,Supply Chain Management,3,True
Resource Transformation,Aerospace & Defense,Business Model & Innovation,Materials Sourcing & Efficiency,5,True
Resource Transformation,Aerospace & Defense,Business Model & Innovation,Physical Impacts of Climate Change,4,True
Resource Transformation,Aerospace & Defense,Leadership & Governance,Business Ethics,2,False
Resource Transformation,Aerospace & Defense,Leadership & Governance,Competitive Behavior,4,True
Resource Transformation,Aerospace & Defense,Leadership & Governance,Regulatory Environment Management,2,False
Resource Transformation,Aerospace & Defense,Leadership & Governance,Critical Incident Risk Management,4,True
Resource Transformation,Aerospace & Defense,Leadership & Governance,Systemic Risk Management,3,True
Resource Transformation,Chemicals,Environment,GHG Emissions,5,True
Resource Transformation,Chemicals,Environment,Air Quality,5,True
Resource Transformation,Chemicals,Environment,Energy Management,5,True
Resource Transformation,Chemicals,Environment,Water & Wastewater Management,5,True
Resource Transformation,Chemicals,Environment,Waste & Hazardous Materials,3,True
Resource Transformation,Chemicals,Environment,Ecological Impacts,5,True
Resource Transformation,Chemicals,Social Capital,Human Rights & Community Relations,2,False
Resource Transformation,Chemicals,Social Capital,Customer Privacy,4,True
Resource Transformation,Chemicals,Social Capital,Data Security,4,True
Resource Transformation,Chemicals,Social Capital,Access & Affordability,2,False
Resource Transformation,Chemicals,Social Capital,Product Quality & Safety,3,True
Resource Transformation,Chemicals,Social Capital,Customer Welfare,3,True
Resource Transformation,Chemicals,Social Capital,Selling Practices & Product Labeling,2,False
Resource Transformation,Chemicals,Human Capital,Labor Practices,5,True
Resource Transformation,Chemicals,Human Capital,Employee Health & Safety,4,True
